354,BS,특별계정기타포괄이익손실,기타자본,,0,0,0,,,,,,,,,,
355,BS,재평가잉여금,기타자본,,0,0,0,,,,,,,,,,
356,cf,영업활동으로부터창출된현금흐름,영업활동현금흐름,,0,0,0,,,,,,,,,,
357,BS,기타채권,금융자산,,0,0,0,,0,0,0,,,,,,0
358,BS,장기기타채권,금융자산,,0,0,0,,0,0,0,,,,,,0
359,BS,장기기타지급채무,금융부채,,0,3,1,,0,0,0,0,0,0,0,1,0
360,BS,장기기타금융부채,금융부채,,7,3,0,,0,0,0,0,0,0,0,1,0
361,BS,장기충당부채,충당부채,,5,3,0,,,,,,,,,,
362,PL,관계기업투자손상차손,영업외손익,,0,0,0,,0,1,0,0,0,7,,,0
363,PL,관계기업투자손상차손환입,영업외손익,,0,0,0,,0,1,0,0,0,7,,,0
364,BS,상각후원가측정대출채권,금융자산,,0,0,0,,0,0,0,,,,,,0
365,PL,신용손실충당금전입,영업외손익,,0,0,0,,0,0,0,0,0,0,,,0
366,PL,당기손익공정가치측정금융상품손익,금융손익,,0,0,0,,,,,,,,,,
367,PL,영업외순이익,영업외손익,,0,0,0,,0,0,0,0,0,0,,,0
